food_name,calories,protein,carbs,fats,estimated_gi,glycemic_load,food_type,meal_type
Chingri Malai Curry,433.0,21.17,28.87,24.06,0.0,0.0,Non-Veg,Lunch/Dinner
Shorshe Bata,355.0,23.67,41.42,17.75,50.0,20.71,Veg,Breakfast
Cholar Dal,272.0,10.88,43.52,8.7,10.0,4.352,Veg,Breakfast
Shorshe Paturi,370.0,19.03,26.43,23.26,85.0,22.4655,Non-Veg,Breakfast
Alur Dom,292.0,5.84,38.93,11.68,10.0,3.893,Veg,Breakfast
Khichuri,342.0,7.82,53.74,9.77,85.0,45.679,Veg,Breakfast
Bengali Beguni,272.0,6.53,38.08,13.06,30.0,11.424,Veg,Breakfast
Pora Shorshe Ilish,436.0,29.07,18.69,26.47,85.0,15.886500000000002,Non-Veg,Breakfast
Macher Kalia,420.0,21.0,42.0,21.0,15.0,6.3,Non-Veg,Breakfast
Bengali Fish Fry,352.0,21.12,29.33,23.47,0.0,0.0,Non-Veg,Breakfast
Dhokar Dalna,280.0,12.0,40.0,8.0,10.0,4.0,Veg,Breakfast
Chingri Bhorta,350.0,22.0,25.0,18.0,30.0,7.5,Non-Veg,Breakfast
Shukto,242.0,7.74,29.04,9.68,50.0,14.52,Veg,Unknown
Labra,282.0,8.36,41.78,10.44,4.0,1.6712,Veg,Breakfast
Bengali Luchi,292.0,5.84,38.93,11.68,70.0,27.251,Veg,Breakfast
Shorshe Ilish Bhorta,390.0,28.74,20.53,22.58,85.0,17.4505,Non-Veg,Breakfast
Beguni Bhaja,216.0,6.48,32.4,8.64,51.0,16.523999999999997,Veg,Breakfast
Posto Bata,240.0,8.4,42.0,9.6,50.0,21.0,Veg,Breakfast
Macher Manna,400.0,25.0,30.0,20.0,51.0,15.3,Non-Veg,Breakfast
Chingri Malai,433.0,21.17,28.87,24.06,17.5,5.05225,Non-Veg,Lunch/Dinner
Kosha Mangsho,595.0,33.92,47.6,30.34,51.0,24.276,Non-Veg,Breakfast
Kolar Bora,212.0,5.3,31.8,8.48,20.0,6.36,Veg,Lunch/Dinner
Papad Bhaja,170.0,4.53,28.33,6.8,65.0,18.4145,Veg,Breakfast
Chingri Paturi,366.0,21.19,19.26,21.19,85.0,16.371000000000002,Non-Veg,Breakfast
Shorshe Bata Macher Jhol,382.0,27.29,32.74,19.65,50.0,16.37,Non-Veg,Breakfast
Chingri Machher Malai,470.0,22.98,29.24,26.63,55.0,16.081999999999997,Non-Veg,Breakfast
Phoolkopir Dalna,252.0,9.33,32.67,7.47,10.0,3.2670000000000003,Veg,Breakfast
Bhuna Khichuri,367.0,7.73,48.29,14.49,85.0,41.0465,Non-Veg,Breakfast
Pui Shaak Bhaja,202.0,7.86,33.67,6.73,85.0,28.6195,Veg,Breakfast
Shorshe Bhapa Ilish,452.0,29.43,23.13,26.8,85.0,19.6605,Non-Veg,Breakfast
Chingri Bhuna,390.0,20.53,28.74,22.58,0.0,0.0,Non-Veg,Breakfast
Dimer Dalna,308.0,12.32,39.6,7.04,10.0,3.96,Non-Veg,Breakfast
Sorshe Ilish Bhaja,441.0,30.65,25.81,26.89,51.0,13.1631,Non-Veg,Breakfast
Macher Jhol Bhuna,398.0,19.9,29.85,21.89,0.0,0.0,Non-Veg,Breakfast
Bengali Sweets Platter,442.0,8.84,53.04,15.91,0.0,0.0,Veg,Breakfast
Bhapa Ilish,444.0,32.72,23.37,29.79,85.0,19.8645,Non-Veg,Breakfast
Bengali Dhokla,256.0,7.68,51.2,10.24,85.0,43.52,Veg,Breakfast
Shrimp Masala,417.0,19.86,27.8,24.82,0.0,0.0,Non-Veg,Breakfast
Bengali Chingri Bhuna,398.0,23.04,29.33,23.04,0.0,0.0,Non-Veg,Breakfast
Lobster Malai Curry,510.0,28.56,32.64,26.01,0.0,0.0,Non-Veg,Lunch/Dinner
Roshogolla,163.0,4.35,32.6,3.26,75.5,24.613000000000003,Veg,Breakfast
Chamcham,158.0,4.94,29.62,1.98,51.0,15.1062,Veg,Breakfast
Shondesh,209.0,6.97,40.64,5.81,60.0,24.384,Veg,Breakfast
Patishapta,264.0,8.45,42.24,8.45,57.0,24.0768,Veg,Breakfast
Chhena Poda,302.0,8.05,45.3,10.07,10.0,4.53,Veg,Breakfast
Bengali Sandesh,202.0,6.43,27.55,5.51,70.0,19.285,Veg,Breakfast
Ras Malai,347.0,7.93,44.61,14.87,25.0,11.1525,Veg,Breakfast
Chomchom,159.0,4.97,27.82,2.98,25.0,6.955,Veg,Breakfast
Amriti,309.0,8.01,57.22,10.3,20.0,11.444,Veg,Breakfast
Doi Maach,400.0,25.0,30.0,20.0,60.0,18.0,Non-Veg,Lunch/Dinner
Alu Posto,244.0,7.81,34.16,7.81,10.0,3.4159999999999995,Veg,Breakfast
Shukto Bhaja,262.0,7.76,33.96,9.7,51.0,17.3196,Veg,Breakfast
Bengali Fish Curry,408.0,23.62,37.58,21.47,0.0,0.0,Non-Veg,Breakfast
Bengali Egg Curry,306.0,14.28,40.8,10.2,0.0,0.0,Non-Veg,Lunch/Dinner
Bhapa Doi,328.0,9.37,42.17,11.25,62.0,26.1454,Veg,Breakfast
Masala Prawn Curry,400.0,23.81,28.57,19.05,0.0,0.0,Non-Veg,Breakfast
Bengali Kathi Roll,462.0,20.53,56.47,18.48,70.0,39.529,Veg,Breakfast
Bengali Baingan Bhaja,216.0,5.18,25.92,6.91,20.0,5.184000000000001,Veg,Breakfast
Kachauli,232.0,5.8,40.6,9.28,15.0,6.09,Veg,Breakfast
Bengali Sondesh,189.0,6.3,31.5,5.25,70.0,22.05,Veg,Breakfast
Bengali Macher Kalia,420.0,25.0,35.0,20.0,15.0,5.25,Non-Veg,Breakfast
Dimer Bora,250.0,10.0,30.0,10.0,85.0,25.5,Non-Veg,Breakfast
Sorshe Ilish Bhuna,457.0,29.76,31.88,26.57,0.0,0.0,Non-Veg,Breakfast
Alu Bhorta,232.0,5.04,35.3,8.07,10.0,3.53,Veg,Breakfast
Shorshe Bata Macher Bhorta,425.0,23.38,29.75,26.56,30.0,8.925,Non-Veg,Breakfast
Bengali Pulao,314.0,5.38,44.86,8.97,65.0,29.159,Veg,Breakfast
Chingri Malai Prawn,460.0,23.0,31.36,26.66,55.0,17.248,Non-Veg,Lunch/Dinner
Shorshe Ilish Paturi,452.0,30.67,21.52,27.44,85.0,18.292,Non-Veg,Breakfast
Macher Tenga,338.0,24.79,45.07,11.27,53.0,23.8871,Non-Veg,Breakfast
Shorshe Bata Bhorta,372.0,20.92,34.88,23.25,30.0,10.464,Veg,Breakfast
Shorshe Bata Machher Jhol,414.0,28.98,36.22,18.63,50.0,18.11,Non-Veg,Breakfast
Beguni,220.0,7.7,33.0,8.8,70.0,23.1,Veg,Breakfast
Macher Bhorta,374.0,31.73,28.33,20.4,30.0,8.499,Non-Veg,Breakfast
Bengali Aloo Macher Jhol,320.0,18.0,35.0,12.0,62.5,21.875,Non-Veg,Breakfast
Shorshe Ilish Bhaja,484.0,33.64,33.05,30.1,51.0,16.8555,Non-Veg,Breakfast
Bengali Moong Dal,272.0,10.88,43.52,8.7,10.0,4.352,Veg,Breakfast
Bengali Bhuna Khichuri,367.0,7.73,48.29,14.49,85.0,41.0465,Non-Veg,Breakfast
Macher Paturi,408.0,21.47,30.06,25.77,85.0,25.551,Non-Veg,Breakfast
Bengali Macher Bhorta,335.0,20.3,30.45,15.23,30.0,9.135,Non-Veg,Breakfast
Shorshe Ilish Bhuna,457.0,29.76,31.88,26.57,0.0,0.0,Non-Veg,Breakfast
Thepla,256.0,6.98,46.55,9.31,45.0,20.9475,Veg,Breakfast
Handvo,278.0,7.78,44.48,11.12,0.0,0.0,Veg,Breakfast
Undhiyu,402.0,10.58,52.89,19.04,0.0,0.0,Veg,Breakfast
Dal Dhokli,364.0,14.56,52.0,12.48,10.0,5.2,Veg,Breakfast
Sev Tameta,327.0,9.34,46.71,17.52,35.0,16.3485,Veg,Breakfast
Gujarati Kadhi,204.0,5.67,31.73,9.07,52.5,16.65825,Veg,Breakfast
Chakri,234.0,6.38,31.91,10.64,40.0,12.764,Veg,Breakfast
Shakariya,271.0,7.59,48.78,7.59,65.0,31.707000000000004,Veg,Breakfast
Garlic Chutney,71.0,1.01,10.14,3.04,30.0,3.0420000000000003,Veg,Breakfast
Chaas,68.0,2.91,4.86,3.89,65.0,3.1590000000000003,Veg,Breakfast
Farsan,235.0,8.17,35.76,7.15,0.0,0.0,Veg,Breakfast
Chhole,344.0,13.76,44.23,11.79,50.0,22.115,Veg,Breakfast
Gathiya,229.0,7.63,32.71,9.81,65.0,21.2615,Veg,Breakfast
Bhaat,267.0,5.93,44.5,6.92,65.0,28.925,Veg,Breakfast
Khaman,185.0,5.14,30.83,5.14,70.0,21.581,Veg,Breakfast
Dahi Vada,266.0,8.87,34.48,9.85,67.5,23.274,Veg,Breakfast
Vaghareli Khichdi,387.0,13.24,50.92,15.28,30.0,15.276000000000002,Veg,Lunch/Dinner
Laadva,274.0,6.58,43.84,10.96,55.0,24.112,Veg,Breakfast
Surati Locho,240.0,8.4,42.0,9.6,58.0,24.36,Veg,Breakfast
Sev Usal,375.0,10.71,53.57,16.07,10.0,5.357,Veg,Breakfast
Kachaudi,253.0,8.1,35.42,9.11,90.0,31.878,Veg,Breakfast
Methi Na Thepla,256.0,6.98,46.55,9.31,45.0,20.9475,Veg,Breakfast
Pudla,209.0,6.97,40.64,5.81,65.0,26.416,Veg,Lunch/Dinner
Toor Dal,290.0,14.5,46.61,6.21,10.0,4.6610000000000005,Veg,Breakfast
Papad,95.0,2.71,20.36,4.07,60.0,12.216,Veg,Breakfast
Dabeli,336.0,6.72,48.0,11.52,10.0,4.8,Veg,Breakfast
Gajjar Halwa,248.0,3.42,34.21,6.84,77.5,26.51275,Veg,Breakfast
Meethi Khichdi,320.0,12.8,53.33,8.53,40.0,21.332,Veg,Breakfast
Kadhi Chawal,288.0,7.41,37.03,6.58,10.0,3.703,Veg,Breakfast
Vrat Wale Aloo,190.0,3.8,28.5,5.7,62.5,17.8125,Veg,Lunch/Dinner
Khakra,262.0,9.53,41.68,11.91,30.0,12.504,Veg,Breakfast
Bombil Fry,315.0,21.0,26.25,15.75,31.0,8.1375,Non-Veg,Lunch/Dinner
Paatra,235.0,9.4,41.12,8.22,50.0,20.56,Veg,Breakfast
Khichu,205.0,6.83,47.83,6.83,55.0,26.3065,Veg,Breakfast
Chili Pakora,234.0,6.38,31.91,10.64,75.0,23.9325,Veg,Breakfast
Gujarati Bhindi,240.0,8.0,25.0,12.0,85.0,21.25,Veg,Breakfast
Bharela Ringan,303.0,7.58,37.88,16.23,28.0,10.6064,Veg,Breakfast
Chana Batata,250.0,9.0,40.0,6.0,42.0,16.8,Veg,Lunch/Dinner
Dal Baati,422.0,10.55,58.02,18.99,10.0,5.8020000000000005,Veg,Breakfast
Sev Khamani,240.0,6.72,33.6,7.68,45.0,15.12,Veg,Breakfast
Meetha Dhokla,252.0,5.73,45.82,9.16,85.0,38.947,Veg,Breakfast
Gujarati Pulao,391.0,9.26,56.59,15.43,65.0,36.7835,Veg,Breakfast
Bhindi Sambhariya,276.0,7.16,35.78,12.27,65.0,23.257,Veg,Breakfast
Dal Vada,262.0,9.11,39.87,11.39,10.0,3.987,Veg,Lunch/Dinner
Mag Ni Dal,302.0,12.08,50.33,6.04,10.0,5.033,Veg,Breakfast
Papad Sabzi,234.0,7.02,35.1,11.7,65.0,22.815,Veg,Breakfast
Methi Na Gota,216.0,6.48,32.4,8.64,40.0,12.96,Veg,Breakfast
Doodh Pak,300.0,6.86,34.29,10.29,0.0,0.0,Veg,Breakfast
Gujarati Chaas,68.0,2.91,4.86,3.89,35.0,1.7010000000000003,Veg,Breakfast
Khaman Dhokla,185.0,5.14,30.83,5.14,85.0,26.2055,Veg,Breakfast
Dudhi na Muthiya,236.0,7.08,41.3,9.44,65.0,26.845,Veg,Breakfast
Bhajiya,216.0,6.48,32.4,8.64,65.0,21.06,Veg,Breakfast
Churma,308.0,6.16,55.44,14.78,60.0,33.264,Veg,Breakfast
Gatte Ki Sabzi,383.0,13.13,54.71,16.41,0.0,0.0,Veg,Lunch/Dinner
Ker Sangri,327.0,9.69,48.44,18.17,65.0,31.486,Veg,Breakfast
Shahi Gatte,383.0,12.77,53.19,15.96,20.0,10.638,Veg,Breakfast
Churma Ladoo,362.0,5.66,50.91,20.36,45.0,22.9095,Veg,Breakfast
Panchmel Dal,356.0,12.95,53.94,12.95,10.0,5.394,Veg,Breakfast
Missi Roti,262.0,8.38,36.68,10.48,31.0,11.3708,Veg,Breakfast
Masala Papad,141.0,3.76,18.8,4.7,0.0,0.0,Veg,Breakfast
Papad Ki Sabzi,212.0,5.3,31.8,8.48,65.0,20.67,Veg,Breakfast
Chili Garlic Paratha,300.0,8.0,40.0,12.0,30.0,12.0,Veg,Breakfast
Pyaz Kachori,272.0,6.53,38.08,13.06,90.0,34.272,Veg,Breakfast
Alu Ki Sabzi,292.0,6.26,41.71,12.51,10.0,4.171,Veg,Lunch/Dinner
Gilavati Kebab,365.0,17.11,22.81,28.52,0.0,0.0,Non-Veg,Breakfast
Malai Ghevar,400.0,5.26,52.63,21.05,38.0,19.9994,Veg,Breakfast
Rajma Masala,350.0,15.0,50.0,10.0,27.0,13.5,Veg,Breakfast
Bajre Ki Roti,280.0,7.26,46.67,8.3,28.0,13.0676,Veg,Breakfast
Pyaz Ki Kachori,270.0,5.62,45.0,11.25,90.0,40.5,Veg,Breakfast
Gobhi Ke Parathe,316.0,7.63,49.03,13.08,38.0,18.6314,Veg,Breakfast
Kachri Ki Sabzi,240.0,7.64,38.18,8.73,90.0,34.361999999999995,Veg,Breakfast
Saag,374.0,13.6,56.67,15.87,15.0,8.5005,Veg,Breakfast
Bhutte Ka Kees,282.0,9.02,45.12,11.28,0.0,0.0,Veg,Breakfast
Imarti,310.0,4.84,48.44,9.69,50.0,24.22,Veg,Breakfast
Jalebi,379.0,6.5,59.56,16.24,51.0,30.3756,Veg,Breakfast
Gatte Ki Kadhi,375.0,10.42,52.08,15.62,0.0,0.0,Veg,Lunch/Dinner
Dal Baati Churma,480.0,16.0,64.0,21.33,10.0,6.4,Veg,Breakfast
Bajre Ki Khichdi,356.0,12.21,50.86,12.21,28.0,14.2408,Veg,Breakfast
Masala Baati,407.0,14.3,60.5,16.5,0.0,0.0,Veg,Breakfast
Mirchi Bada,292.0,6.26,41.71,12.51,10.0,4.171,Veg,Breakfast
Ghughra,236.0,6.16,35.91,8.21,65.0,23.3415,Veg,Breakfast
Lehsun Ki Chutney,59.0,0.84,5.9,2.53,60.0,3.54,Veg,Breakfast
Mawa Kachori,318.0,7.95,39.75,13.91,90.0,35.775,Veg,Breakfast
Bhutte Ke Kees,282.0,9.02,45.12,11.28,0.0,0.0,Veg,Breakfast
Dosa,196.0,5.44,38.11,4.36,50.0,19.055,Veg,Breakfast
Medu Vada,252.0,6.05,30.24,12.1,70.0,21.168,Veg,Unknown
Sambar,202.0,7.86,33.67,6.73,70.0,23.569000000000003,Veg,Breakfast
Adai,288.0,13.9,39.72,7.94,10.0,3.972,Veg,Lunch/Dinner
Pongal,322.0,7.81,48.79,9.76,70.0,34.153,Veg,Breakfast
Appam,214.0,5.94,41.61,7.13,51.0,21.2211,Veg,Breakfast
Plain Paratha,236.0,6.16,35.91,8.21,35.0,12.568499999999998,Veg,Breakfast
Rava Kesari,266.0,3.94,39.41,9.85,38.0,14.9758,Veg,Breakfast
Thousand Layer Dosa,294.0,6.3,47.25,10.5,50.0,23.625,Veg,Breakfast
Chutney Powder,130.0,4.33,16.25,6.5,60.0,9.75,Veg,Unknown
Ven Pongal,322.0,7.58,47.35,9.47,70.0,33.145,Veg,Breakfast
Kal Dosa,265.0,5.89,39.26,8.83,50.0,19.63,Veg,Breakfast
Curd Rice,280.0,7.26,46.67,8.3,45.0,21.0015,Veg,Lunch/Dinner
Chana Sundal,197.0,7.88,29.55,4.93,10.0,2.955,Veg,Unknown
Avial,292.0,5.48,36.5,10.95,10.0,3.65,Veg,Unknown
Coconut Rice,322.0,7.36,46.0,9.2,45.0,20.7,Veg,Unknown
Mango Rice,316.0,6.7,43.09,11.49,51.0,21.975900000000003,Veg,Unknown
Bisi Bele Bath,386.0,10.43,57.38,14.61,70.0,40.166,Veg,Unknown
Rava Dosa,289.0,7.49,48.17,9.63,50.0,24.085,Veg,Breakfast
Keerai Masiyal,240.0,7.0,35.0,8.0,65.0,22.75,Veg,Breakfast
Curd Vada,224.0,7.17,26.88,7.17,45.0,12.095999999999998,Veg,Unknown
Vegetable Kurma,375.0,10.71,53.57,16.07,25.0,13.3925,Veg,Breakfast
Appam with Stew,336.0,7.35,52.5,12.6,70.0,36.75,Veg,Unknown
Chettinad Chicken Curry,400.0,25.0,30.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Tomato Rasam,99.0,2.97,14.85,2.97,25.0,3.7125,Veg,Lunch/Dinner
Cabbage Thoran,245.0,5.88,34.3,8.82,10.0,3.43,Veg,Unknown
Chili Bajji,276.0,6.9,34.5,11.83,15.0,5.175,Veg,Breakfast
Masala Buttermilk,83.0,3.69,9.22,2.77,0.0,0.0,Veg,Breakfast
Puli Pongal,322.0,7.81,48.79,9.76,70.0,34.153,Veg,Breakfast
Adai Avial,368.0,10.22,56.22,12.27,10.0,5.622000000000001,Veg,Unknown
Shavige,296.0,6.12,51.03,8.17,34.0,17.3502,Veg,Unknown
Chettinad Parotta,340.0,8.24,51.52,12.36,60.0,30.912000000000003,Veg,Breakfast
Steamed Idli,154.0,4.4,33.0,2.2,85.0,28.05,Veg,Breakfast
Balchao,400.0,26.32,31.58,21.05,70.0,22.106,Non-Veg,Unknown
Curd Rice with Mango,289.0,6.74,43.35,8.67,45.0,19.5075,Veg,Unknown
Mysore Pak,339.0,5.81,43.59,14.53,75.0,32.6925,Veg,Unknown
Vegetable Saag,286.0,8.88,39.45,9.86,0.0,0.0,Veg,Breakfast
Kootu,340.0,8.5,53.12,12.75,15.0,7.968,Veg,Unknown
Moon Dal Payasam,294.0,5.51,41.34,9.19,10.0,4.134,Veg,Breakfast
Moong Dal Cheela,242.0,13.2,38.5,6.6,10.0,3.85,Veg,Breakfast
Masala Dosa with Chutney,336.0,7.35,52.5,12.6,50.0,26.25,Veg,Breakfast
Sweet Pongal,276.0,5.91,44.36,7.89,70.0,31.052,Veg,Breakfast
Chettinad Idli,167.0,4.64,27.83,2.78,85.0,23.6555,Veg,Breakfast
Onion Pakora,272.0,6.53,38.08,13.06,75.0,28.56,Veg,Breakfast
Kerala Sadya,415.0,10.38,62.25,15.56,65.0,40.4625,Veg,Breakfast
Sundal,220.0,7.7,33.0,8.8,10.0,3.3,Veg,Unknown
Coconut Chutney,155.0,3.1,20.67,7.23,35.0,7.234500000000001,Veg,Breakfast
Bonda,296.0,7.67,43.85,13.16,10.0,4.385,Veg,Unknown
Vegetable Uthappam,320.0,8.26,46.45,12.39,0.0,0.0,Veg,Breakfast
Jackfruit Curry,354.0,7.08,50.57,14.16,0.0,0.0,Veg,Lunch/Dinner
Ragi Dosa,266.0,7.88,44.33,5.91,50.0,22.165,Veg,Breakfast
Besar Kebab,260.0,11.14,32.5,7.43,38.0,12.35,Non-Veg,Breakfast
Kara Kozhambu,344.0,9.68,53.75,12.9,0.0,0.0,Veg,Breakfast
Kootu Curry,301.0,10.38,46.71,9.34,45.0,21.0195,Veg,Lunch/Dinner
Saravana Bhavan Dosa,332.0,6.64,55.33,13.28,50.0,27.665,Veg,Breakfast
Peerkangai Thogayal,140.0,6.0,20.0,4.0,10.0,2.0,Veg,Unknown
Pesarattu with Ginger Chutney,288.0,8.94,44.69,7.94,15.0,6.703499999999999,Veg,Breakfast
Medu Vada with Sambar,274.0,6.09,40.59,10.15,70.0,28.413,Veg,Lunch/Dinner
Sundal with Coconut,229.0,7.29,31.23,9.37,45.0,14.0535,Veg,Unknown
Kozhi Varuval,400.0,30.0,26.32,21.05,0.0,0.0,Non-Veg,Unknown
Coconut Rice with Curry,360.0,8.23,56.57,12.34,45.0,25.4565,Veg,Lunch/Dinner
Ambur Biryani,412.0,11.5,52.7,15.33,0.0,0.0,Non-Veg,Lunch/Dinner
Medu Vada with Coconut Chutney,254.0,6.1,35.56,10.16,45.0,16.002,Veg,Breakfast
Vermicelli Payasam,289.0,6.98,44.84,8.97,25.0,11.21,Veg,Lunch/Dinner
Sadya Rice,342.0,7.82,53.74,9.77,73.0,39.2302,Veg,Lunch/Dinner
Sambar Rice,322.0,7.81,48.79,9.76,73.0,35.6167,Veg,Breakfast
Vegetable Ishtoo,322.0,8.05,50.31,10.06,40.0,20.124,Veg,Breakfast
Neer Dosa,214.0,4.86,34.05,5.84,50.0,17.025,Veg,Breakfast
Ven Pongal with Coconut Chutney,335.0,8.87,49.26,10.84,45.0,22.167,Veg,Breakfast
Thakkali Rasam,120.0,3.0,18.0,4.0,25.0,4.5,Veg,Lunch/Dinner
Chili Paneer,335.0,19.14,28.71,14.36,0.0,0.0,Veg,Breakfast
Chettinad Egg Curry,400.0,25.0,30.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chappathi,238.0,6.49,43.27,6.49,62.0,26.8274,Veg,Breakfast
Curd Rice with Pappad,280.0,6.76,43.45,7.72,45.0,19.5525,Veg,Breakfast
Parippu Curry,282.0,8.06,40.29,10.07,38.0,15.3102,Veg,Breakfast
Onion Dosa,298.0,7.19,46.24,10.28,50.0,23.12,Veg,Breakfast
Chili Gobi,292.0,6.49,43.26,12.98,60.0,25.956,Veg,Breakfast
South Indian Curry,403.0,13.82,63.33,17.27,0.0,0.0,Veg,Breakfast
Parotta,318.0,7.42,53.0,10.6,75.0,39.75,Veg,Breakfast
Chettinad Fish Curry,392.0,28.88,25.79,20.63,0.0,0.0,Non-Veg,Lunch/Dinner
Masala Uttapam,340.0,7.77,48.57,11.66,55.0,26.7135,Veg,Breakfast
Steamed Rice,214.0,3.89,43.77,1.95,73.0,31.9521,Veg,Lunch/Dinner
Kara Dosa,296.0,6.34,52.86,8.46,50.0,26.43,Veg,Breakfast
Pesarattu with Coconut Chutney,288.0,8.64,43.2,7.68,45.0,19.44,Veg,Breakfast
Mysore Bonda,296.0,7.67,43.85,13.16,10.0,4.385,Veg,Unknown
Curd Vada with Sambar,282.0,8.06,40.29,10.07,45.0,18.1305,Veg,Lunch/Dinner
Ragi Mudde,246.0,7.87,39.36,5.9,40.0,15.744000000000002,Veg,Breakfast
Koottu Curry,348.0,10.88,54.38,13.05,45.0,24.471,Veg,Lunch/Dinner
Appam with Egg Curry,391.0,9.51,58.12,15.85,0.0,0.0,Non-Veg,Lunch/Dinner
Chili Rava,236.0,5.9,34.42,7.87,15.0,5.163,Veg,Breakfast
Neer Mor,88.0,2.93,9.78,3.91,70.0,6.845999999999999,Veg,Unknown
Tomato Poori,340.0,8.5,53.12,12.75,26.5,14.0768,Veg,Unknown
Jackfruit Biryani,406.0,10.15,60.9,14.21,50.0,30.45,Veg,Lunch/Dinner
Spinach Pakora,252.0,6.05,30.24,12.1,75.0,22.68,Veg,Breakfast
Vegetable Thoran,249.0,7.26,36.31,9.34,25.0,9.0775,Veg,Breakfast
Cholam Koozh,304.0,8.69,54.29,8.69,0.0,0.0,Veg,Breakfast
Curd Pulao,336.0,7.35,52.5,12.6,45.0,23.625,Veg,Lunch/Dinner
Chili Gobi with Rice,407.0,9.3,69.77,17.44,73.0,50.9321,Veg,Breakfast
Vegetable Adai,292.0,10.07,45.31,8.06,0.0,0.0,Veg,Breakfast
Kanji,240.0,6.55,49.09,4.36,50.0,24.545,Veg,Breakfast
Meen Pollichathu,420.0,25.61,35.85,20.49,0.0,0.0,Non-Veg,Unknown
Ven Pongal with Sambar,322.0,7.81,48.79,9.76,70.0,34.153,Veg,Breakfast
Masala Kootu,326.0,9.46,52.58,10.52,0.0,0.0,Veg,Breakfast
Appam with Coconut Milk,364.0,9.64,58.88,12.85,45.0,26.496,Veg,Unknown
Chutney Rice,298.0,6.95,44.7,9.93,73.0,32.631,Veg,Breakfast
Rasam Rice,318.0,6.75,48.18,9.64,25.0,12.045,Veg,Lunch/Dinner
Paruppu Curry,292.0,9.73,43.8,7.79,38.0,16.644,Veg,Lunch/Dinner
Chili Paneer with Rice,442.0,23.26,58.16,20.94,0.0,0.0,Veg,Breakfast
Vegetable Biryani with Raita,415.0,9.22,55.33,13.83,30.0,16.599,Veg,Breakfast
Coconut Kheer,252.0,4.34,34.76,6.95,45.0,15.641999999999998,Veg,Breakfast
Onion Uttapam,340.0,8.5,53.12,12.75,55.0,29.216,Veg,Breakfast
Chettinad Mutton Curry,450.0,29.3,36.63,23.02,0.0,0.0,Non-Veg,Lunch/Dinner
Vegetable Theeyal,344.0,9.38,52.12,12.51,0.0,0.0,Veg,Breakfast
Poha with Peanuts,247.0,6.44,42.96,7.52,15.0,6.444,Veg,Breakfast
Puliyodarai,378.0,8.64,59.4,15.12,65.0,38.61,Veg,Breakfast
Kadambam,358.0,7.96,49.72,13.92,51.0,25.3572,Veg,Lunch/Dinner
Green Gram Curry,348.0,10.88,54.38,13.05,0.0,0.0,Veg,Lunch/Dinner
Sundal with Tamarind,240.0,7.3,36.52,8.35,10.0,3.6520000000000006,Veg,Unknown
Cholam Pongal,288.0,8.94,44.69,7.94,70.0,31.283,Veg,Breakfast
Vegetable Moong Dal,326.0,9.46,52.58,10.52,10.0,5.257999999999999,Veg,Breakfast
Mutton Sukka,400.0,25.0,30.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Palakkad Iyer Sambar,322.0,7.81,48.79,9.76,65.0,31.7135,Veg,Lunch/Dinner
Chettinad Pepper Chicken,382.0,25.13,30.16,18.09,0.0,0.0,Non-Veg,Lunch/Dinner
Vegetable Korma,371.0,9.54,53.0,15.9,25.0,13.25,Non-Veg,Breakfast
Ragi Dosa with Coconut Chutney,266.0,7.6,42.75,5.7,45.0,19.2375,Veg,Breakfast
Beetroot Poriyal,264.0,8.45,42.24,8.45,15.0,6.336,Veg,Breakfast
Moong Dal Kachori,292.0,6.49,43.26,12.98,10.0,4.326,Veg,Breakfast
Kozhi Rasam,348.0,23.2,46.4,13.92,25.0,11.6,Non-Veg,Lunch/Dinner
Curry Leaf Rice,340.0,8.77,54.84,13.16,73.0,40.0332,Veg,Unknown
Potato Masala,190.0,4.22,31.67,6.33,0.0,0.0,Veg,Breakfast
Vegetable Sambar,340.0,8.24,51.52,12.36,0.0,0.0,Veg,Breakfast
Onion Pakora with Chutney,272.0,6.53,38.08,13.06,75.0,28.56,Veg,Breakfast
Peanut Sundal,220.0,7.0,30.0,8.0,10.0,3.0,Veg,Unknown
Palak Rice,340.0,8.5,53.12,12.75,73.0,38.7776,Veg,Lunch/Dinner
Masala Pongal,326.0,8.89,49.39,9.88,70.0,34.573,Veg,Breakfast
Chettinad Egg Fry,382.0,25.13,30.16,18.09,0.0,0.0,Non-Veg,Lunch/Dinner
Cabbage Kofta Curry,362.0,9.58,53.24,14.91,10.0,5.324,Veg,Lunch/Dinner
Rice with Rasam,280.0,7.0,45.0,8.0,25.0,11.25,Veg,Lunch/Dinner
Spinach Rice,340.0,8.24,51.52,12.36,73.0,37.6096,Veg,Unknown
Vegetable Masala Dosa,378.0,8.64,59.4,15.12,50.0,29.7,Veg,Breakfast
Tomato Kootu,297.0,9.22,46.09,9.22,26.5,12.21385,Veg,Unknown
Chili Methi Paratha,340.0,8.77,54.84,13.16,35.0,19.194000000000003,Veg,Breakfast
Kootu with Rice,364.0,9.36,57.2,12.48,73.0,41.756,Veg,Unknown
Curd Bhature,400.0,9.73,59.46,17.3,45.0,26.757,Veg,Breakfast
Masala Kadamba,344.0,8.6,47.78,11.47,27.0,12.9006,Veg,Breakfast
